Chr3	tair10_Ws_0	exon	11777657	11777841	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11779551	11779629	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11779737	11779801	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11779902	11780001	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11780179	11780220	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11780787	11780828	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11781028	11781161	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11781316	11781421	.	+	.	transcript_id "Transcript:AT3G30260.1"; gene_id "Gene:AT3G30260";
Chr3	tair10_Ws_0	exon	11782906	11784240	.	+	.	transcript_id "Transcript:AT3G30280.1"; gene_id "Gene:AT3G30280";
Chr3	tair10_Ws_0	exon	11785767	11785878	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11785967	11786094	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11786191	11786373	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11787082	11787417	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11787512	11787661	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11787748	11788152	.	-	.	transcript_id "Transcript:AT3G30290.1"; gene_id "Gene:AT3G30290";
Chr3	tair10_Ws_0	exon	11789708	11790362	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11790439	11790989	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11791072	11791200	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11791298	11791388	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11791473	11791585	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11791672	11791915	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11791989	11792077	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11792154	11792224	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11792342	11792426	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11792580	11793005	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
Chr3	tair10_Ws_0	exon	11793066	11793089	.	-	.	transcript_id "Transcript:AT3G30300.1"; gene_id "Gene:AT3G30300";
